国家,累计死亡人数
美国,68495.0
意大利,28884.0
英国,28446.0
西班牙,25264.0
法国,24895.0
比利时,7844.0
巴西,7025.0
德国,6848.0
伊朗,6203.0
荷兰,5056.0
中国,4643.0
加拿大,3682.0
土耳其,3397.0
瑞典,2679.0
墨西哥,2061.0
其他,22559.0
