国家,累计死亡人数
美国,78494.0
英国,31241.0
意大利,30201.0
西班牙,26299.0
法国,26230.0
巴西,9637.0
比利时,8521.0
德国,7510.0
伊朗,6541.0
荷兰,5359.0
中国,4643.0
加拿大,4567.0
土耳其,3689.0
瑞典,3175.0
墨西哥,2961.0
其他,26331.0
